,bee count,plant,state,county,latitude,longitude
66,1,Epilobium latifolium,Alaska,Valdez-Cordova,61.3871,-145.2288
67,1,Epilobium parviflorum,Alaska,Valdez-Cordova,63.193630000000006,-145.6486
68,1,Epilobium parviflorum,Alaska,Valdez-Cordova,63.193630000000006,-145.6486
69,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
70,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
71,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
72,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
73,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
74,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
75,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
76,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
77,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
78,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
79,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
80,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
81,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
82,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
83,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
84,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
85,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
86,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
87,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
88,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
89,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
90,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
91,1,Potentilla sp.,Alaska,Yukon-Koyukuk,67.8692,-149.8245
92,1,Melilotus alba,Alaska,Yukon-Koyukuk,67.0525,-150.32826
93,1,Melilotus alba,Alaska,Yukon-Koyukuk,67.0525,-150.32826
94,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
95,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
96,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
97,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
98,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
99,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
100,1,Trifolium repens,Alaska,Fairbanks North Star,65.2109,-148.1078
101,1,Epilobium parviflorum,Alaska,Fairbanks North Star,64.6401,-146.8648
102,1,Epilobium parviflorum,Alaska,Matanuska-Susitna,61.98675,-147.0767
103,1,Epilobium latifolium,Alaska,North Slope,68.104,-149.5293
104,1,Epilobium latifolium,Alaska,North Slope,68.104,-149.5293
105,1,Lupinus arboreus,California,Marin,38.075559999999996,-122.97572
106,1,Lupinus arboreus,California,Marin,38.075559999999996,-122.97572
109,1,Trifolium sp.,Oregon,Baker,45.00633,-117.51675
115,1,Geranium sp.,Wyoming,Big Horn,44.80227,-107.90035
116,1,Geranium sp.,Wyoming,Big Horn,44.80227,-107.90035
117,1,Mertensia sp.,Wyoming,Sheridan,44.76362,-107.75322
118,1,Mertensia sp.,Wyoming,Sheridan,44.76362,-107.75322
119,1,Mertensia sp.,Wyoming,Sheridan,44.76362,-107.75322
120,1,Mertensia sp.,Wyoming,Sheridan,44.76362,-107.75322
121,1,Mertensia sp.,Wyoming,Sheridan,44.76362,-107.75322
122,1,Mertensia sp.,Wyoming,Sheridan,44.76362,-107.75322
123,1,Mertensia sp.,Wyoming,Sheridan,44.76362,-107.75322
124,1,Mertensia sp.,Wyoming,Sheridan,44.76362,-107.75322
125,1,Mertensia sp.,Wyoming,Sheridan,44.76362,-107.75322
126,1,Mertensia sp.,Wyoming,Sheridan,44.76362,-107.75322
127,1,Mertensia sp.,Wyoming,Sheridan,44.76362,-107.75322
128,1,Mertensia sp.,Wyoming,Sheridan,44.76362,-107.75322
129,1,Mertensia sp.,Wyoming,Sheridan,44.76362,-107.75322
135,1,Epilobium parviflorum,Alaska,Valdez-Cordova,63.193630000000006,-145.6486
136,1,Epilobium parviflorum,Alaska,Valdez-Cordova,63.193630000000006,-145.6486
137,1,Epilobium parviflorum,Alaska,Valdez-Cordova,63.193630000000006,-145.6486
138,1,Epilobium parviflorum,Alaska,Valdez-Cordova,63.193630000000006,-145.6486
139,1,Epilobium parviflorum,Alaska,Valdez-Cordova,63.193630000000006,-145.6486
140,1,Epilobium parviflorum,Alaska,Valdez-Cordova,63.193630000000006,-145.6486
141,1,Epilobium latifolium,Alaska,North Slope,68.104,-149.5293
142,1,Epilobium latifolium,Alaska,North Slope,68.104,-149.5293
143,1,Epilobium latifolium,Alaska,North Slope,68.104,-149.5293
144,1,Epilobium parviflorum,Alaska,North Slope,68.64699999999999,-149.411
145,1,Epilobium parviflorum,Alaska,North Slope,68.64699999999999,-149.411
146,1,Epilobium parviflorum,Alaska,North Slope,68.64699999999999,-149.411
147,1,Epilobium parviflorum,Alaska,North Slope,68.64699999999999,-149.411
148,1,Epilobium parviflorum,Alaska,North Slope,68.64699999999999,-149.411
163,1,Delphinium sp.,Colorado,Larimer,40.430409999999995,-105.73381
164,1,Aster sp.,Colorado,Larimer,40.430409999999995,-105.73381
165,1,Aster sp.,Colorado,Larimer,40.430409999999995,-105.73381
166,1,Aster sp.,Colorado,Larimer,40.430409999999995,-105.73381
167,1,Aster sp.,Colorado,Larimer,40.430409999999995,-105.73381
168,1,Aster sp.,Colorado,Larimer,40.430409999999995,-105.73381
169,1,Aster sp.,Colorado,Larimer,40.430409999999995,-105.73381
263,1,Withheld,Utah,Garfield,38.0,-111.0
264,1,Cirsium sp.,Utah,Garfield,38.0657,-110.8185
269,1,Monardella sp.,Utah,Utah,39.8938,-111.0527
272,1,Geranium sp.,Wyoming,Big Horn,44.80227,-107.90035
273,1,Epilobium sp.,Wyoming,Fremont,42.74415,-108.81688
274,1,Lupinus sp.,Wyoming,Sheridan,44.7763,-107.4396
279,1,Lupinus sp.,Idaho,Fremont,44.30858,-111.45518999999999
281,1,Monarda sp.,Montana,Park,45.31757,-110.56695
282,1,Monarda sp.,Montana,Park,45.31757,-110.56695
283,1,Monarda sp.,Montana,Park,45.31757,-110.56695
284,1,Monarda sp.,Montana,Park,45.31757,-110.56695
285,1,Penstemon sp.,New Mexico,Otero,32.878,-105.7836
286,1,Cirsium sp.,New Mexico,Otero,32.8288,-105.7651
287,1,Cirsium sp.,New Mexico,Sandoval,35.8874,-106.4969
288,1,Cirsium sp.,New Mexico,Sandoval,35.8874,-106.4969
289,1,Cirsium sp.,New Mexico,Sandoval,35.961999999999996,-106.4897
290,1,Cirsium sp.,New Mexico,Sandoval,35.961999999999996,-106.4897
291,1,Cirsium sp.,New Mexico,Sandoval,35.961999999999996,-106.4897
292,1,Cirsium sp.,New Mexico,Sandoval,35.961999999999996,-106.4897
293,1,Cirsium sp.,New Mexico,Sandoval,35.961999999999996,-106.4897
294,1,Cirsium sp.,New Mexico,Sandoval,35.961999999999996,-106.4897
295,1,Cirsium sp.,New Mexico,Sandoval,35.961999999999996,-106.4897
296,1,Cirsium sp.,New Mexico,Sandoval,35.961999999999996,-106.4897
297,1,Cirsium sp.,New Mexico,Sandoval,35.961999999999996,-106.4897
298,1,Cirsium sp.,New Mexico,Sandoval,35.961999999999996,-106.4897
299,1,Cirsium sp.,New Mexico,Sandoval,35.961999999999996,-106.4897
300,1,Penstemon sp. (purple),California,Nevada,39.32565,-120.17383000000001
301,1,Penstemon sp. (purple),California,Nevada,39.32565,-120.17383000000001
302,1,Penstemon sp. (purple),California,Nevada,39.32565,-120.17383000000001
303,1,Penstemon sp. (purple),California,Nevada,39.32565,-120.17383000000001
304,1,Penstemon sp. (purple),California,Nevada,39.32565,-120.17383000000001
305,1,Penstemon sp. (purple),California,Nevada,39.32565,-120.17383000000001
306,1,Penstemon sp. (purple),California,Nevada,39.32565,-120.17383000000001
308,1,Cirsium sp.,Colorado,Larimer,40.39179,-105.48759
309,1,Cirsium sp.,Colorado,Larimer,40.39179,-105.48759
310,1,Cirsium sp.,Colorado,Larimer,40.39179,-105.48759
311,1,Cirsium sp.,Colorado,Gunnison,38.32304,-107.4761
312,1,Cirsium sp.,Colorado,Gunnison,38.32304,-107.4761
313,1,Cirsium sp.,Colorado,Gunnison,38.32304,-107.4761
314,1,Allium sp.,Colorado,Fremont,38.30141,-105.25665
315,1,Penstemon sp. (purple),California,Nevada,39.32565,-120.17383000000001
316,1,Penstemon sp. (purple),California,Nevada,39.32565,-120.17383000000001
317,1,Penstemon sp. (purple),California,Nevada,39.32565,-120.17383000000001
318,1,Penstemon sp. (purple),California,Nevada,39.32565,-120.17383000000001
336,1,Helichrysum sp.,Idaho,Boundary,48.85286,-116.27901000000001
337,1,Trifolium sp.,Idaho,Bonner,48.29945,-116.70358
338,1,Trifolium sp.,Montana,Cascade,46.85804,-110.67823
339,1,Monarda sp.,Montana,Park,45.31757,-110.56695
340,1,Symphoricarpos albus,Montana,Missoula,46.70816,-114.52658999999998
347,1,Symphoricarpos albus,Montana,Gallatin,44.75118,-111.26383
348,1,Symphoricarpos albus,Montana,Gallatin,44.75118,-111.26383
349,1,Cirsium arvense,Montana,Ravalli,46.06763,-114.24847
350,1,Trifolium sp.,Montana,Cascade,46.85804,-110.67823
351,1,Centaurea cyanus,Montana,Flathead,48.023759999999996,-115.01229
352,1,Epilobium angustifolium,Montana,Flathead,48.30446,-113.98406000000001
353,1,Epilobium angustifolium,Montana,Flathead,48.30446,-113.98406000000001
354,1,Epilobium angustifolium,Montana,Flathead,48.30446,-113.98406000000001
355,1,Epilobium angustifolium,Montana,Flathead,48.30446,-113.98406000000001
356,1,Epilobium angustifolium,Montana,Flathead,48.30446,-113.98406000000001
357,1,Epilobium angustifolium,Montana,Flathead,48.30446,-113.98406000000001
360,1,Phacelia sp.,Oregon,Baker,45.00649,-117.57936000000001
363,1,Cirsium sp.,Colorado,Boulder,39.94036,-105.5595
364,1,Melilotus sp.,Colorado,Chaffee,38.839690000000004,-105.98926000000002
365,1,Chrysothamnus nauseosus ssp.arenarius,Colorado,Chaffee,38.839690000000004,-105.98926000000002
366,1,Chrysothamnus sp.,Colorado,Chaffee,38.839690000000004,-105.98926000000002
367,1,Cirsium arvense,Colorado,Chaffee,38.839690000000004,-105.98926000000002
368,1,Cirsium arvense,Colorado,Chaffee,38.839690000000004,-105.98926000000002
369,1,Cirsium arvense,Colorado,Chaffee,38.839690000000004,-105.98926000000002
370,1,Cirsium arvense,Colorado,Chaffee,38.839690000000004,-105.98926000000002
371,1,Cirsium arvense,Colorado,Chaffee,38.839690000000004,-105.98926000000002
372,1,Cirsium arvense,Colorado,Chaffee,38.839690000000004,-105.98926000000002
373,1,Cirsium arvense,Colorado,Chaffee,38.839690000000004,-105.98926000000002
374,1,Cirsium arvense,Colorado,Chaffee,38.839690000000004,-105.98926000000002
375,1,Cirsium arvense,Colorado,Chaffee,38.839690000000004,-105.98926000000002
376,1,Cirsium arvense,Colorado,Chaffee,38.839690000000004,-105.98926000000002
377,1,Cirsium arvense,Colorado,Chaffee,38.839690000000004,-105.98926000000002
378,1,Cirsium arvense,Colorado,Chaffee,38.839690000000004,-105.98926000000002
379,1,Cirsium arvense,Colorado,Chaffee,38.839690000000004,-105.98926000000002
381,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
382,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
383,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
384,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
385,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
386,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
387,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
388,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
389,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
390,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
391,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
392,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
393,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
394,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
395,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
396,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
397,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
398,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
399,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
400,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
401,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
402,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
403,1,Bellis sp.,Colorado,Gunnison,38.9186,-106.9599
405,1,Cirsium arvense,Colorado,Gunnison,38.32304,-107.4761
406,1,Linaria vulgaris,Colorado,Larimer,40.39179,-105.48759
407,1,Linaria vulgaris,Colorado,Larimer,40.39179,-105.48759
408,1,Linaria vulgaris,Colorado,Larimer,40.39179,-105.48759
409,1,Linaria vulgaris,Colorado,Larimer,40.39179,-105.48759
410,1,Linaria vulgaris,Colorado,Larimer,40.39179,-105.48759
413,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
414,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
415,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
416,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
417,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
418,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
419,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
420,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
421,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
422,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
423,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
424,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
425,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
426,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
427,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
428,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
429,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
430,1,Epilobium parviflorum,Alaska,Yukon-Koyukuk,65.8809,-149.7271
431,1,Asteraceae sp.,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
432,1,Vicia sp.,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
433,1,Vicia sp.,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
434,1,Vicia sp.,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
435,1,Vicia sp.,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
436,1,Vicia sp.,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
437,1,Trifolium repens,Alaska,Yukon-Koyukuk,65.3463,-148.2874
438,1,Trifolium repens,Alaska,Yukon-Koyukuk,65.3463,-148.2874
439,1,Trifolium repens,Alaska,Yukon-Koyukuk,65.3463,-148.2874
440,1,Epilobium latifolium,Alaska,Valdez-Cordova,61.3871,-145.2288
441,1,Trifolium repens,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
442,1,Trifolium repens,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
443,1,Trifolium repens,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
444,1,Trifolium repens,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
445,1,Trifolium repens,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
446,1,Trifolium repens,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
447,1,Trifolium repens,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
448,1,Trifolium repens,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
449,1,Trifolium repens,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
450,1,Trifolium repens,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
451,1,Trifolium repens,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
452,1,Trifolium repens,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
453,1,Trifolium repens,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
454,1,Trifolium repens,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
455,1,Trifolium repens,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
456,1,Trifolium repens,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
457,1,Trifolium repens,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
458,1,Trifolium repens,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
459,1,Trifolium repens,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
460,1,Trifolium pratense,Alaska,Valdez-Cordova,62.52588000000001,-145.51469
461,1,Epilobium parviflorum,Alaska,Southeast Fairbanks,63.9331,-145.3575
462,1,Trifolium repens,Alaska,Valdez-Cordova,61.3871,-145.2288
463,1,Trifolium repens,Alaska,Valdez-Cordova,61.3871,-145.2288
464,1,Trifolium repens,Alaska,Valdez-Cordova,61.3871,-145.2288
465,1,Trifolium repens,Alaska,Valdez-Cordova,61.3871,-145.2288
466,1,Trifolium repens,Alaska,Valdez-Cordova,61.3871,-145.2288
467,1,Trifolium repens,Alaska,Valdez-Cordova,61.3871,-145.2288
468,1,Trifolium repens,Alaska,Valdez-Cordova,61.3871,-145.2288
469,1,Trifolium repens,Alaska,Valdez-Cordova,61.3871,-145.2288
470,1,Trifolium repens,Alaska,Valdez-Cordova,61.3871,-145.2288
471,1,Epilobium latifolium,Alaska,Valdez-Cordova,61.3871,-145.2288
472,1,Epilobium latifolium,Alaska,Valdez-Cordova,61.3871,-145.2288
473,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
474,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
475,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
476,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
477,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
478,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
479,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
480,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
481,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
482,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
483,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
484,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
485,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
486,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
487,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
488,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
489,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
490,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
491,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
492,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
493,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
494,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
495,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
496,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
497,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
498,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
499,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
500,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
501,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
502,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
503,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
504,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
505,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
506,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
507,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
508,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
509,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
510,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
511,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
512,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
513,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.8809,-149.7271
514,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
515,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
516,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
517,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
518,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
519,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
520,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
521,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
522,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
523,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
524,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
525,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
526,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
527,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
528,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
529,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
530,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
531,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
532,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
533,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
534,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
535,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
536,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
537,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
538,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
539,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
540,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
541,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
542,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
543,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
544,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
545,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
546,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
547,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
548,1,Melilotus alba,Alaska,Yukon-Koyukuk,66.7106,-150.6728
549,1,Melilotus alba,Alaska,Yukon-Koyukuk,67.0525,-150.32826
550,1,Melilotus alba,Alaska,Yukon-Koyukuk,67.0525,-150.32826
551,1,Melilotus alba,Alaska,Yukon-Koyukuk,67.0525,-150.32826
552,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
553,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
554,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
555,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
556,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
557,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
558,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
559,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
560,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
561,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
562,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
563,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
564,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
565,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
566,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
567,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
568,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
569,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
570,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
571,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
572,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
573,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
574,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
575,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
576,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
577,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
578,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
579,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
580,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
581,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
582,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
583,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
584,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
585,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
586,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
587,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
588,1,Melilotus alba,Alaska,Yukon-Koyukuk,65.81857,-149.4656
